,y,x1,x2
605,7.2594,2.1031,3.721
2020,-7.323,4.5728,3.2411
216,3.6345,1.4242,3.5099
3791,3.5448,7.6637,2.2026
3317,4.6865,6.8365,6.5031
1648,-2.1171,3.9235,1.4643
1187,-0.4014,3.1189,5.1452
3419,3.0351,7.0145,4.2726
2002,-4.573,4.5413,5.901
2329,-1.6035,5.1121,1.8745
3699,4.8247,7.5032,4.2638
3871,7.0663,7.8034,3.1625
3466,2.466,7.0965,4.859
1439,-0.3237,3.5587,1.2758
2704,-2.1887,5.7666,1.1275
129,5.8516,1.2723,2.1991
2732,0.0865,5.8154,4.3668
3411,5.7191,7.0005,7.463
1897,-4.1718,4.3581,8.4212
3890,12.9841,7.8365,1.3596
1980,-9.0082,4.5029,5.4507
3335,2.9082,6.8679,4.8066
4395,-2.0744,8.7179,2.152
3647,2.3841,7.4124,2.1886
2164,-9.5686,4.8241,1.8204
3839,6.0457,7.7475,4.2097
4168,5.9589,8.3217,6.6026
4370,2.8297,8.6743,4.1225
955,0.4912,2.714,1.8902
3528,4.0447,7.2047,4.8538
4074,8.3504,8.1577,7.1873
3928,6.7899,7.9029,5.7945
3099,-2.8154,6.456,8.4107
2058,-7.4615,4.6391,7.7946
3677,8.4843,7.4648,5.2709
982,0.282,2.7611,1.199
1093,4.568,2.9548,4.8031
1364,-3.7381,3.4278,3.5744
1861,-7.4335,4.2953,5.8975
4347,0.0717,8.6341,4.5867
2871,-1.1714,6.058,3.9863
2739,-1.6696,5.8277,2.529
3013,-3.2184,6.3059,2.5377
1728,-2.4885,4.0631,6.7823
1916,-5.0299,4.3912,6.7684
3875,6.9958,7.8103,7.0354
1229,-1.5496,3.1922,5.7788
2714,-1.9833,5.784,5.8381
3806,4.404,7.6899,8.0372
3075,1.6906,6.4141,2.6616
2224,-4.5724,4.9288,6.6061
2128,-6.2831,4.7613,8.0809
2943,-1.0076,6.1837,3.0264
1395,-2.6105,3.4819,7.7562
1677,-0.1354,3.9741,5.8434
218,2.2997,1.4277,4.7735
609,1.9682,2.1101,2.8798
2929,-2.6994,6.1593,5.1993
2645,-2.562,5.6636,5.5292
3503,3.1152,7.1611,3.3528
4277,6.1809,8.512,6.1924
2397,-5.5534,5.2308,4.585
1119,-0.0179,3.0002,8.0006
4080,9.5894,8.1681,1.4486
774,4.9321,2.3981,5.1766
2662,-1.2547,5.6933,4.6496
228,8.9327,1.4451,5.8853
1933,-8.7286,4.4209,3.5709
1481,-1.8074,3.632,3.5291
2745,-2.8558,5.8381,8.2065
4235,4.558,8.4387,3.3231
3237,6.0888,6.6968,2.2515
3184,-1.2563,6.6043,1.1205
195,3.7997,1.3875,7.5782
277,7.5125,1.5307,1.1467
1009,1.5978,2.8082,4.1661
4280,3.7553,8.5172,8.5329
3700,3.1832,7.5049,8.0844
521,6.2757,1.9565,6.8714
936,1.6422,2.6808,1.5359
3937,7.5364,7.9186,4.4384
3636,5.5158,7.3932,5.6112
2167,-9.4605,4.8293,2.4033
3488,-2.1614,7.1349,2.6669
2047,-8.7948,4.6199,8.2886
3127,-1.97,6.5048,4.0876
2111,-5.8363,4.7316,2.8955
3936,7.6351,7.9168,1.4259
2055,-4.5089,4.6338,4.7997
1437,2.4047,3.5552,1.3055
4312,4.4426,8.5731,2.2445
2673,-3.8172,5.7125,4.8607
4248,4.809,8.4614,1.302
2153,-4.3458,4.8049,2.3736
954,3.1401,2.7122,4.5885
2061,-4.8583,4.6443,7.4403
1118,1.1961,2.9985,3.6303
3309,2.0796,6.8225,2.1328
2881,-3.2254,6.0755,2.6896
2737,-2.8229,5.8242,8.4125
118,4.9651,1.2531,3.8659
3867,10.7929,7.7964,7.0337
2396,-12.5957,5.229,8.0442
4358,3.189,8.6533,3.0631
3606,4.1502,7.3409,8.4561
2524,-4.1162,5.4524,3.077
3079,-2.2877,6.4211,8.1786
895,1.479,2.6093,5.2116
918,4.1501,2.6494,1.8972
2634,0.7486,5.6444,6.2256
3108,-1.0624,6.4717,3.0491
3520,6.5996,7.1908,5.2482
1895,-7.9655,4.3546,2.2689
583,5.1555,2.0647,3.564
530,4.5694,1.9722,3.4505
898,5.3352,2.6145,1.8832
3696,6.5115,7.4979,4.1818
145,7.681,1.3003,2.4819
790,1.1668,2.426,4.3319
2371,-7.3519,5.1854,2.7716
2232,-9.5587,4.9428,2.0438
1849,-6.9196,4.2743,4.1469
3805,0.0572,7.6882,3.1817
2952,1.1156,6.1994,6.9307
4363,1.7156,8.6621,4.653
1022,-1.7201,2.8309,2.4906
3889,5.3609,7.8348,7.1995
2650,-1.9721,5.6723,6.5816
1044,0.9976,2.8693,4.5536
3723,4.9983,7.5451,7.5311
929,-0.15,2.6686,8.2816
3368,4.7141,6.9255,8.2205
1807,-2.1674,4.201,6.0964
4121,4.4346,8.2397,8.5207
77,5.1817,1.1816,6.2064
2579,-2.5158,5.5484,6.1488
1662,-4.9657,3.9479,2.7698
2294,-7.6094,5.051,6.826
1755,-7.5067,4.1103,8.1647
1388,-2.7495,3.4697,7.4368
571,6.51,2.0438,4.3755
2874,1.3672,6.0633,7.861
255,-0.113,1.4923,3.5151
2544,-1.4884,5.4873,6.8591
4393,4.1445,8.7144,7.9744
374,2.3099,1.7,2.8362
616,0.7854,2.1223,4.0928
2836,-0.8508,5.997,7.8697
2209,-7.5675,4.9026,3.7036
1730,-0.8103,4.0666,7.2082
512,5.1763,1.9408,6.9708
2574,-2.3592,5.5397,7.2326
1501,-0.6184,3.6669,7.3496
1309,0.6595,3.3318,1.8343
3719,7.641,7.5381,1.5045
3390,3.7824,6.9639,8.0076
2955,1.4055,6.2046,4.763
1223,-0.5537,3.1817,7.2449
1360,0.015,3.4208,8.4439
544,3.0882,1.9967,8.6708
3610,2.8548,7.3478,7.6917
2098,-3.7624,4.7089,5.339
4030,10.0737,8.0809,5.7282
2305,-8.1119,5.0702,4.2743
2618,-1.6642,5.6165,5.3058
2873,-0.1949,6.0615,6.3041
781,6.1536,2.4103,5.037
1049,0.9039,2.878,3.7333
99,6.0487,1.22,5.3826
4356,2.6425,8.6499,7.6323
788,2.3899,2.4225,2.7314
2971,-2.5696,6.2326,4.8642
1010,0.4974,2.81,2.3056
3931,4.6356,7.9081,5.0039
66,5.5913,1.1624,7.6341
1191,-1.3758,3.1259,1.4783
818,6.2432,2.4749,2.2916
3262,2.868,6.7405,7.2606
2517,-6.622,5.4402,4.1644
4350,7.6928,8.6394,5.5257
1745,-5.9094,4.0928,2.3178
3546,2.3971,7.2361,4.7054
1843,-4.5833,4.2638,4.1905
3224,0.5142,6.6741,3.5762
3958,5.6368,7.9552,8.2729
3478,1.1715,7.1175,5.4018
142,10.5195,1.295,5.8573
2243,-4.8133,4.962,3.8729
1664,-8.0063,3.9514,2.0769
2129,-5.125,4.763,5.8399
814,7.9903,2.4679,5.0964
2220,-5.1677,4.9218,6.2954
3982,8.0726,7.9971,6.6602
896,1.12,2.611,1.1781
291,5.2402,1.5551,2.33
2476,-3.9649,5.3686,1.405
707,6.6242,2.2811,6.4595
3057,4.3831,6.3827,6.1174
1694,-6.902,4.0038,2.2427
2448,-9.35,5.3198,3.0823
1956,-6.2857,4.4611,4.0509
1741,-5.1187,4.0858,1.7122
346,2.8227,1.6511,3.44
3234,3.7437,6.6916,6.3809
783,4.7172,2.4138,1.2514
4211,8.2606,8.3968,6.9499
3565,8.7266,7.2693,6.3897
190,6.5837,1.3788,2.4766
516,8.0713,1.9478,1.1362
2264,-8.7493,4.9986,3.5011
2094,-6.5909,4.7019,4.0073
3277,2.1892,6.7666,1.2182
1315,0.8305,3.3423,5.1382
189,1.0807,1.3771,3.1276
902,4.0868,2.6215,6.6811
495,0.4727,1.9111,3.6565
554,2.2334,2.0141,4.6408
2385,-7.3187,5.2098,4.6653
3351,1.1629,6.8958,5.7509
3701,8.1208,7.5067,5.0859
1698,-1.8361,4.0108,1.3823
2112,-3.7629,4.7333,5.9027
3322,3.1805,6.8452,5.3407
1485,-4.0823,3.639,5.4873
1665,-4.6524,3.9532,2.4801
1391,-4.7348,3.475,8.1769
4308,6.8731,8.5661,5.3041
844,3.0371,2.5203,2.8309
4240,5.9211,8.4474,1.3718
904,7.4776,2.625,4.2377
3018,1.69,6.3146,4.8974
4044,8.0221,8.1053,3.1695
1932,-7.3757,4.4192,1.6563
2790,-2.6109,5.9167,7.0023
799,7.07,2.4417,1.4923
1630,-3.3411,3.8921,1.693
2543,-9.127,5.4856,2.0525
225,8.2277,1.4399,7.4334
1608,-5.4753,3.8537,5.7596
4266,-0.1297,8.4928,2.1118
800,0.6769,2.4435,2.0944
4289,5.6264,8.5329,3.8327
3573,4.2447,7.2833,1.0629
950,-0.9199,2.7053,8.0495
2625,-3.592,5.6287,4.023
2059,-5.374,4.6408,8.3008
3740,6.1944,7.5747,5.6147
2175,-10.9175,4.8433,3.3371
127,5.3609,1.2689,6.9359
3168,1.0485,6.5764,7.4491
995,-1.8609,2.7838,3.5238
1921,-8.3766,4.4,2.5674
2835,-4.7661,5.9952,2.5203
807,3.6589,2.4557,8.4683
3949,4.9252,7.9395,1.4591
1792,-5.694,4.1748,2.714
3881,3.2555,7.8208,4.934
3180,1.761,6.5973,5.6182
1866,-6.9393,4.304,1.7506
1234,-3.3974,3.2009,8.4736
1059,0.7635,2.8955,2.3894
3832,9.0592,7.7353,6.7579
851,6.0332,2.5325,4.3389
494,6.8123,1.9094,3.7385
490,4.388,1.9024,4.0195
970,2.8239,2.7402,2.81
3530,1.9848,7.2082,7.8732
2868,-4.329,6.0528,3.1015
2211,-3.2525,4.9061,5.4472
3769,5.0435,7.6253,7.559
3095,2.2779,6.449,3.7629
4028,5.3667,8.0774,7.3513
4336,4.0781,8.6149,4.6792
3972,5.7143,7.9796,8.3846
2910,0.3073,6.1261,5.5606
3944,7.7074,7.9308,5.8451
763,10.1596,2.3789,5.1714
4122,7.3116,8.2414,7.2152
395,5.1693,1.7366,1.3247
1626,-4.7537,3.8851,3.7978
2262,-6.7518,4.9951,7.6009
201,3.4055,1.398,8.3828
1212,3.0909,3.1625,5.0161
1768,-7.2983,4.1329,2.4609
3904,3.8218,7.861,4.5937
1098,1.817,2.9636,1.4661
2465,-4.2471,5.3494,1.2008
915,0.5577,2.6442,8.7005
3124,-0.888,6.4996,8.3671
3612,2.992,7.3513,3.0177
2525,-5.4129,5.4542,4.1923
2067,-4.8799,4.6548,1.103
971,6.1704,2.7419,2.2218
3622,7.1507,7.3688,3.8048
1922,-6.1577,4.4017,2.5098
4279,7.4159,8.5155,7.5747
1413,-5.5416,3.5133,2.632
1114,-1.5671,2.9915,2.0176
2934,-5.8407,6.168,3.1294
1839,-3.0995,4.2569,5.14
693,1.1287,2.2567,3.4121
2169,-3.9953,4.8328,7.6655
2831,-4.3648,5.9882,8.2572
2686,-5.5171,5.7352,2.3754
3730,4.8759,7.5573,1.7558
837,0.475,2.508,1.6598
1438,-1.25,3.557,1.8326
2563,-2.5141,5.5205,2.5045
1443,-3.2171,3.5657,8.5643
1963,-6.863,4.4733,5.0929
4344,4.6722,8.6289,7.8418
3874,4.6068,7.8086,5.5833
1852,-6.9671,4.2795,3.5133
2820,-5.3605,5.969,2.8205
3774,6.6324,7.6341,7.2257
1373,-3.5434,3.4435,8.2711
1286,1.1727,3.2917,3.9985
3125,-0.2856,6.5014,4.0265
3330,4.0613,6.8591,7.1733
1493,-2.8288,3.653,7.3321
3617,1.4211,7.3601,2.5813
3856,5.2113,7.7772,6.7073
1104,0.7434,2.974,2.7751
3659,6.7011,7.4334,6.5869
1721,-6.3811,4.0509,8.1193
1067,3.6889,2.9095,6.4438
865,0.7759,2.5569,4.9498
24,4.6819,1.0891,8.1873
304,7.8215,1.5778,6.1523
3705,4.2773,7.5136,2.9112
813,3.3221,2.4662,6.73
258,8.2211,1.4975,6.4926
2140,-6.4185,4.7822,6.997
1893,-3.602,4.3511,4.866
161,5.7989,1.3282,4.7106
4047,6.8311,8.1105,7.3077
1145,2.4487,3.0456,4.9829
540,5.3313,1.9897,8.1472
146,3.3478,1.302,5.5362
234,9.5953,1.4556,6.5886
856,3.1207,2.5412,7.5154
3325,3.9294,6.8504,1.0681
157,1.8229,1.3212,3.2638
3147,-1.1232,6.5397,3.4139
1333,0.8264,3.3737,4.2446
2466,-6.806,5.3512,1.6808
1997,-7.1958,4.5326,3.5727
2977,-0.0457,6.243,5.5449
1549,-4.3933,3.7507,4.5152
3747,4.4551,7.5869,7.9727
1043,-1.0786,2.8676,2.8938
4254,3.8696,8.4718,3.6355
1701,-0.9208,4.016,6.6637
3668,3.5005,7.4491,8.1926
601,7.8922,2.0961,6.4507
3469,3.4296,7.1017,2.8187
2145,-9.8112,4.7909,3.2481
410,3.5581,1.7628,3.7786
2080,-9.4505,4.6775,8.4177
2075,-4.5739,4.6688,6.7474
1589,-1.8696,3.8205,7.8313
3104,0.1715,6.4647,5.2849
1851,-4.0662,4.2778,3.1189
344,3.4954,1.6476,7.3182
2473,-2.8278,5.3634,7.7213
595,5.3592,2.0857,7.6847
3418,2.8512,7.0127,7.5765
2641,-2.584,5.6566,7.1436
1237,1.9912,3.2062,4.77
2763,-2.2057,5.8695,7.7894
4076,6.5534,8.1612,6.9237
1218,0.9034,3.173,6.0895
3307,6.706,6.819,6.7021
2141,-7.8815,4.7839,2.9409
960,0.8636,2.7227,3.3388
3130,0.9451,6.5101,4.0387
2825,-0.9757,5.9778,3.5046
2940,-0.4282,6.1785,3.2899
1744,-3.4077,4.0911,5.5676
1883,-10.7288,4.3337,3.9113
1984,-4.0304,4.5099,7.8365
4283,4.6986,8.5224,5.3128
1632,-4.7949,3.8956,5.592
2578,-5.8825,5.5467,7.7353
3934,3.2614,7.9133,4.5099
4138,4.9925,8.2694,2.1817
3808,4.188,7.6934,2.3789
1117,-0.8352,2.9967,2.042
377,8.2803,1.7052,7.655
1289,2.4597,3.2969,6.709
1285,-0.787,3.2899,8.4998
1853,-5.6177,4.2813,4.9183
4093,4.1367,8.1908,4.0841
2359,-4.2009,5.1644,2.2532
2639,-0.931,5.6531,1.1868
1014,4.0116,2.817,1.6633
2293,-9.8286,5.0492,3.817
3669,4.268,7.4508,2.0735
2594,-7.4601,5.5746,2.5517
1542,-5.0282,3.7385,2.3824
2959,0.3111,6.2116,5.9655
1282,-1.6898,3.2847,3.4976
768,-1.5507,2.3876,3.0037
3240,-1.6026,6.7021,2.5831
1558,-0.128,3.7664,6.1313
3742,3.0102,7.5782,2.6477
2443,-5.1816,5.311,3.1957
3007,1.4571,6.2954,5.0213
3384,3.111,6.9534,6.4769
2150,-4.426,4.7997,1.2566
2076,-2.4733,4.6705,5.4489
3575,4.5933,7.2867,1.8012
1380,-0.3484,3.4558,5.8242
4035,5.8468,8.0896,6.0807
485,9.5737,1.8937,3.831
2553,-3.683,5.503,3.0683
3751,3.3775,7.5939,2.1642
2746,-2.4969,5.8399,3.1765
1645,-3.126,3.9183,6.6567
4262,3.59,8.4858,3.6687
1490,-2.0068,3.6477,6.3024
2724,-2.3548,5.8015,6.4996
1203,2.4506,3.1468,5.8259
310,6.5754,1.5882,4.873
3498,3.3326,7.1524,3.8676
3945,3.1233,7.9325,1.4696
126,1.7577,1.2671,3.2795
1293,-1.2683,3.3039,7.8976
3660,3.9725,7.4351,4.8154
3527,8.1726,7.203,5.6793
4290,6.6865,8.5347,1.6912
4180,5.789,8.3427,3.4488
2616,-6.4669,5.613,1.8064
2231,-9.0274,4.941,3.5971
645,3.5289,2.1729,2.1782
584,4.5304,2.0665,2.0211
115,2.4842,1.2479,8.1961
876,2.4858,2.5761,3.2149
370,7.4096,1.693,7.8592
786,2.2431,2.419,2.0141
1871,-1.6524,4.3127,6.0633
1337,-0.2408,3.3807,8.0861
2196,-6.8484,4.8799,4.489
2317,-4.7339,5.0911,4.4349
2857,-3.2971,6.0336,5.1889
3691,2.641,7.4892,8.3898
4041,5.4685,8.1001,7.9343
267,6.9314,1.5132,2.7489
2637,-1.938,5.6496,7.1716
3584,5.0148,7.3025,1.8413
4222,7.3075,8.416,6.1191
3570,8.8753,7.278,1.48
2718,-4.3657,5.791,2.3126
2685,-4.4302,5.7334,3.0124
3629,7.6671,7.381,7.6166
974,4.0464,2.7471,4.9532
456,6.9722,1.8431,6.9551
2875,1.1173,6.065,7.4613
3362,2.3688,6.915,3.1433
329,8.522,1.6214,5.2726
1920,-0.1758,4.3982,2.2811
2678,-3.6622,5.7212,1.4888
1727,-6.2573,4.0614,7.4944
3380,4.4215,6.9464,2.5063
1136,4.5546,3.0299,6.7003
1084,4.901,2.9391,6.7789
855,-2.802,2.5395,3.9811
3063,0.2657,6.3931,7.4281
4092,1.5868,8.1891,3.8903
2194,-6.1071,4.8764,2.8588
999,0.1738,2.7908,7.8749
4270,0.5595,8.4998,2.412
3025,-0.8763,6.3268,5.1278
3477,5.0471,7.1157,5.9097
1073,0.5778,2.9199,8.2048
3361,6.2953,6.9132,6.7422
3175,2.7415,6.5886,7.6079
420,5.508,1.7802,2.2393
1185,-2.0013,3.1154,3.7176
3577,11.5629,7.2902,7.0494
88,6.2987,1.2008,3.0142
708,5.6176,2.2829,6.552
3673,6.3397,7.4578,7.7702
3132,1.427,6.5136,3.6233
3454,4.7629,7.0756,5.5728
3753,1.8879,7.5974,8.4369
4243,8.0851,8.4526,6.3513
274,4.2688,1.5254,3.3074
2769,-2.3997,5.88,5.2377
3372,0.2797,6.9324,1.8309
2006,-8.2977,4.5483,7.3915
3253,1.7913,6.7248,8.0198
2151,-7.581,4.8014,2.796
695,3.9256,2.2602,1.3579
3024,6.372,6.3251,6.2343
506,2.4335,1.9303,3.283
1561,-7.0208,3.7717,3.7559
1770,-4.8614,4.1364,5.8346
297,4.0512,1.5656,5.0318
1040,-0.0655,2.8623,6.7125
3951,4.512,7.943,3.2725
2425,-6.8467,5.2796,8.231
405,7.8919,1.7541,2.5307
2677,-3.8441,5.7194,4.7543
1290,-2.7869,3.2987,2.3667
787,4.8384,2.4208,7.7056
58,4.5115,1.1484,3.2254
2681,-4.5733,5.7264,4.9794
2337,-1.8158,5.126,6.2797
48,5.3072,1.131,3.7298
2760,-6.1678,5.8643,3.3545
679,7.6521,2.2323,6.6427
2527,-6.9127,5.4576,1.8867
2078,-9.0032,4.674,2.6913
3183,3.4554,6.6026,1.1153
514,2.702,1.9443,3.5081
3908,11.1526,7.8679,5.3634
2066,-2.4606,4.653,5.7666
94,8.6289,1.2113,5.4053
2189,-4.1348,4.8677,1.3753
3292,0.3965,6.7928,2.1433
922,0.4239,2.6564,2.5779
3674,5.9841,7.4595,1.9652
4163,1.066,8.313,3.6914
2318,-5.5843,5.0929,7.5276
3005,-0.8606,6.2919,4.3406
4037,7.758,8.0931,5.5851
3592,6.8533,7.3164,4.6251
3887,5.0545,7.8313,8.5469
3542,0.6387,7.2292,2.7
3051,1.519,6.3722,8.5678
4328,4.9861,8.601,4.1836
1445,-1.4062,3.5692,8.2257
3343,7.8918,6.8818,7.0127
4321,3.1142,8.5888,1.7698
761,-0.6046,2.3754,3.9828
1143,-1.409,3.0421,4.9393
3695,4.368,7.4962,3.2114
4048,3.4808,8.1123,3.0194
3446,2.4736,7.0616,4.4
3896,7.1764,7.847,5.8207
3265,4.1119,6.7457,5.7474
2957,-1.6932,6.2081,7.0546
1240,0.7253,3.2114,6.8644
3050,1.6198,6.3705,3.543
2558,-4.5523,5.5117,8.2083
1108,0.8025,2.981,2.8519
4136,5.8806,8.2659,8.5923
2603,-2.918,5.5903,3.5692
2923,-3.4101,6.1488,1.5115
2719,-6.8557,5.7927,8.2903
1316,0.3404,3.3441,8.2153
3251,0.6714,6.7213,5.0388
237,-0.282,1.4608,3.5203
1432,-4.8729,3.5465,3.6757
3905,1.1118,7.8627,2.8379
3315,-0.7977,6.833,8.5573
2958,-3.2803,6.2099,3.5378
166,5.6557,1.3369,3.6617
2890,-3.2796,6.0912,3.4889
2108,-5.5274,4.7264,1.1013
2961,-2.7457,6.2151,3.5779
5,10.0876,1.0559,5.7421
453,6.2012,1.8378,7.0965
602,6.0697,2.0979,4.9463
3172,2.1208,6.5834,5.524
4134,5.0442,8.2624,8.4666
2158,-4.6559,4.8136,6.4228
3404,4.6773,6.9883,4.2307
1276,-1.9487,3.2742,4.5204
2536,-2.5906,5.4734,5.5711
3133,3.1142,6.5153,8.046
455,7.4169,1.8413,7.5468
2003,-10.4521,4.5431,2.6232
399,6.227,1.7436,5.5903
2942,0.1112,6.182,6.5642
657,5.6527,2.1939,7.6969
2311,-7.7478,5.0807,2.5133
461,4.2818,1.8518,6.8068
1989,-7.4925,4.5187,2.0752
2722,-4.4174,5.798,7.4176
3895,7.5111,7.8453,1.8361
1613,-8.3896,3.8624,8.3078
1844,-6.0831,4.2656,4.6007
3212,1.5896,6.6532,1.0838
3651,7.3291,7.4194,7.477
2688,-3.6881,5.7386,5.8486
990,0.3468,2.7751,4.0404
1244,1.413,3.2184,8.505
1983,-7.6209,4.5082,8.3374
2540,-3.8169,5.4803,6.5502
2048,-6.3153,4.6216,8.2641
927,-1.1427,2.6651,4.7979
2512,-0.7226,5.4315,7.8784
3624,4.9369,7.3723,1.8221
910,-5.7496,2.6354,3.3458
2803,3.664,5.9394,7.1087
3067,-1.0446,6.4001,6.5485
759,10.3706,2.3719,7.9866
570,7.4657,2.042,1.0664
926,0.9658,2.6634,3.4418
2216,-7.0705,4.9148,6.4106
1517,-7.1244,3.6949,8.5539
1607,-3.789,3.8519,5.0091
2373,-5.39,5.1889,5.7369
3142,7.6453,6.531,7.1157
1545,-1.0111,3.7437,5.4245
2907,-5.297,6.1209,2.3265
528,0.8471,1.9687,7.8051
3593,8.4229,7.3182,7.0319
2113,-7.1261,4.7351,5.318
4375,4.9362,8.683,5.6566
2093,-6.1652,4.7002,1.8448
2912,-2.6793,6.1296,4.386
3409,2.562,6.997,3.8991
1029,0.8684,2.8431,7.8994
3313,5.1437,6.8295,6.5101
3010,-3.2318,6.3006,2.7943
151,4.485,1.3107,1.3858
1568,-5.0045,3.7839,7.7877
1823,-8.5861,4.2289,2.2235
2600,-1.1899,5.5851,6.4612
3686,5.4315,7.4805,1.7628
3042,2.258,6.3565,7.9535
515,3.8637,1.946,7.8714
3997,5.3404,8.0233,2.7018
1610,-2.5644,3.8572,4.3895
2690,-7.9038,5.7421,2.0124
383,7.3653,1.7157,6.1942
3294,3.6974,6.7963,4.1137
1344,-4.5642,3.3929,3.7751
1771,-3.1038,4.1382,6.065
3915,5.2025,7.8802,4.03
4333,6.4121,8.6097,6.7143
2315,-2.9861,5.0876,5.7386
4374,2.8123,8.6813,8.5416
2513,-4.0974,5.4332,6.9516
245,2.4847,1.4748,3.5448
3314,0.7243,6.8312,5.9743
3219,2.9755,6.6654,7.7126
4098,7.2134,8.1996,5.7875
2069,-4.597,4.6583,7.8505
2701,0.6162,5.7613,5.5484
3115,0.421,6.4839,6.8312
3733,5.05,7.5625,6.5781
2436,-2.8793,5.2988,7.0581
1888,-7.5601,4.3424,8.4718
3634,7.1132,7.3897,6.6968
1951,-3.1094,4.4523,4.9358
368,5.426,1.6895,3.1381
3973,6.5464,7.9814,4.681
979,1.04,2.7559,3.3685
872,3.6991,2.5691,5.2308
4026,5.6845,8.0739,6.0441
1617,-5.5829,3.8694,7.5852
84,7.7907,1.1938,5.7735
144,6.0977,1.2985,4.1609
250,7.3277,1.4835,6.9778
2924,-2.6804,6.1505,6.5397
3947,5.5138,7.936,4.7456
257,3.2106,1.4957,3.3406
3350,2.3938,6.8941,8.416
689,3.4099,2.2497,1.0472
159,8.7458,1.3247,5.9603
2021,-5.2384,4.5745,1.9705
4210,2.847,8.395,8.5905
2689,2.2325,5.7404,6.0598
293,8.5193,1.5586,6.8085
631,4.3922,2.1485,7.4683
1509,-1.7372,3.6809,5.0911
2391,-6.6375,5.2203,2.234
2896,1.4196,6.1017,6.4455
59,6.2278,1.1502,6.1156
661,1.7104,2.2009,2.7367
4261,6.1359,8.484,7.175
733,7.0047,2.3265,2.7332
1302,-3.3422,3.3196,3.0212
720,6.4177,2.3038,8.203
351,1.9426,1.6598,7.5119
2361,-8.8023,5.1679,3.461
2333,-2.543,5.1191,6.2465
4008,3.2933,8.0425,2.7541
2392,-5.2431,5.222,7.7458
1236,-0.5697,3.2044,4.2953
2181,-4.0268,4.8538,5.6601
3106,0.4798,6.4682,5.9376
1288,-2.4146,3.2952,6.3565
3296,2.035,6.7998,3.8938
1917,-10.3592,4.393,2.8606
3830,6.8947,7.7318,1.8815
3576,3.1054,7.2885,7.381
4354,7.9226,8.6464,5.8835
4062,2.7495,8.1367,2.8327
4244,5.8647,8.4544,7.4386
1978,-4.8156,4.4995,5.2604
1761,-4.87,4.1207,7.5887
4202,3.8842,8.3811,4.4174
1476,-3.3836,3.6233,2.0682
2666,-6.049,5.7002,8.4963
1863,-3.0346,4.2987,5.6217
3731,6.4057,7.559,8.5277
1060,1.3937,2.8972,2.3195
1634,-5.6747,3.8991,7.9517
2569,-6.988,5.5309,1.1938
3395,3.733,6.9726,2.4173
4,5.113,1.0542,3.6076
272,5.6217,1.5219,4.7647
2584,-2.6219,5.5571,6.0842
3901,4.0155,7.8557,7.8837
1300,-3.512,3.3161,1.2427
2199,-6.8766,4.8852,5.9359
2123,-3.3278,4.7525,1.6144
481,1.7846,1.8867,2.6843
199,7.7635,1.3945,7.9011
2988,1.7868,6.2622,7.3688
2837,-2.1194,5.9987,3.1521
397,5.1036,1.7401,6.3617
1882,-7.4213,4.3319,4.0422
3336,5.9744,6.8696,7.2588
3271,5.5654,6.7562,4.7944
3648,7.0176,7.4142,5.997
4104,6.3183,8.21,5.2412
1624,-1.7323,3.8816,8.5486
3551,7.4891,7.2449,8.4317
3306,5.2303,6.8173,4.5588
1919,-2.2472,4.3965,1.8919
1602,-3.1612,3.8432,5.0754
677,5.0627,2.2288,4.3808
2734,0.8796,5.8189,6.7387
449,4.8388,1.8309,6.8923
4075,2.2737,8.1594,5.5589
2442,-8.3885,5.3093,3.3859
2177,-5.6384,4.8468,8.512
2483,-4.3543,5.3809,3.5535
1047,2.7097,2.8746,1.789
2560,-6.1891,5.5152,8.6917
4380,2.5566,8.6917,3.1049
43,6.6687,1.1222,2.1084
169,2.7224,1.3422,2.9583
390,7.4407,1.7279,8.238
2157,-9.2142,4.8119,2.3387
1762,-7.9035,4.1225,3.5867
95,9.5992,1.213,6.2273
1092,-1.8411,2.9531,3.9706
2412,-6.3708,5.2569,4.1888
4152,4.7398,8.2938,3.8868
3303,0.1924,6.812,3.9933
696,3.7565,2.2619,2.4086
3990,6.6757,8.0111,5.7352
2998,0.5493,6.2797,6.3931
4307,5.691,8.5643,1.7157
1128,-0.5575,3.0159,3.0997
3249,-1.8452,6.7178,3.1451
1860,-8.645,4.2935,3.625
796,4.1769,2.4365,1.0926
4045,8.5207,8.1071,4.6042
417,2.0748,1.775,1.5708
1024,-0.6137,2.8344,8.4596
2184,-10.2145,4.859,3.4174
2240,-6.7352,4.9567,2.7576
2099,-4.3049,4.7106,1.967
899,0.9175,2.6162,2.8815
2486,-7.744,5.3861,3.7001
3496,4.6418,7.1489,6.1383
4326,3.0415,8.5975,4.1103
2979,-2.3744,6.2465,6.3757
111,7.235,1.2409,6.6759
3442,0.2455,7.0546,4.4942
1420,1.629,3.5256,5.8364
3291,0.1179,6.7911,3.4261
559,2.6727,2.0228,3.7367
382,5.8693,1.7139,5.0649
3076,1.0678,6.4158,2.2096
2651,-2.3257,5.6741,5.4262
1417,-0.8578,3.5203,5.9236
1582,0.1939,3.8083,6.6445
3582,6.5105,7.299,6.3321
41,8.0936,1.1188,6.2605
175,7.9419,1.3526,5.8608
4198,5.1902,8.3741,7.9203
1604,-6.8715,3.8467,3.3318
335,8.6509,1.6319,7.5538
